station_number,hour,weekend,available_bikes
8,5,False,6.238095238095238
8,5,True,6.1
8,6,False,7.023809523809524
8,6,True,6.633333333333334
8,7,False,11.396825396825397
8,7,True,6.966666666666667
8,8,False,14.285714285714286
8,8,True,7.5
8,9,False,15.904761904761905
8,9,True,7.65
8,10,False,17.416
8,10,True,6.305084745762712
8,11,False,17.404761904761905
8,11,True,6.9
8,12,False,17.07936507936508
8,12,True,8.0
8,13,False,16.40625
8,13,True,8.457627118644067
8,14,False,14.644444444444444
8,14,True,10.35593220338983
8,15,False,14.93939393939394
8,15,True,11.183333333333334
8,16,False,15.31060606060606
8,16,True,11.6
8,17,False,15.900763358778626
8,17,True,11.85
8,18,False,12.720930232558139
8,18,True,10.203389830508474
8,19,False,10.409090909090908
8,19,True,9.65
8,20,False,9.621212121212121
8,20,True,8.55
8,21,False,8.708661417322835
8,21,True,8.1
8,22,False,7.666666666666667
8,22,True,8.016666666666667
8,23,False,8.0
8,23,True,7.466666666666667
9,0,False,5.476190476190476
9,0,True,12.610169491525424
9,1,False,5.168
9,1,True,10.4
9,2,False,5.328
9,2,True,10.5
9,3,False,5.296
9,3,True,10.559322033898304
9,4,False,5.288
9,4,True,10.5
9,5,False,5.984126984126984
9,5,True,10.5
9,6,False,8.658730158730158
9,6,True,11.466666666666667
9,7,False,9.087301587301587
9,7,True,14.483333333333333
9,8,False,8.023809523809524
9,8,True,11.45
9,9,False,14.317460317460318
9,9,True,11.283333333333333
9,10,False,16.312
9,10,True,16.406779661016948
9,11,False,15.634920634920634
9,11,True,15.683333333333334
9,12,False,15.928571428571429
9,12,True,16.366666666666667
9,13,False,13.8984375
9,13,True,15.694915254237289
9,14,False,12.785185185185185
9,14,True,17.45762711864407
9,15,False,12.287878787878787
9,15,True,17.283333333333335
9,16,False,14.053030303030303
9,16,True,14.3
9,17,False,14.816793893129772
9,17,True,14.733333333333333
9,18,False,18.286821705426355
9,18,True,15.016949152542374
9,19,False,19.196969696969695
9,19,True,15.316666666666666
9,20,False,17.71212121212121
9,20,True,15.983333333333333
9,21,False,15.4251968503937
9,21,True,14.85
9,22,False,13.166666666666666
9,22,True,12.316666666666666
9,23,False,10.84873949579832
9,23,True,10.75
10,0,False,9.316666666666666
10,0,True,13.864406779661017
10,1,False,9.218487394957982
10,1,True,13.35
10,2,False,9.277310924369749
10,2,True,13.4
10,3,False,9.243697478991596
10,3,True,13.389830508474576
10,4,False,9.268907563025211
10,4,True,13.4
10,5,False,9.575
10,5,True,13.516666666666667
10,6,False,9.225
10,6,True,13.583333333333334
10,7,False,8.575
10,7,True,14.416666666666666
10,8,False,8.658536585365853
10,8,True,14.35
10,9,False,11.119047619047619
10,9,True,10.866666666666667
10,10,False,12.392
10,10,True,10.338983050847459
10,11,False,12.031746031746032
10,11,True,10.35
10,12,False,10.333333333333334
10,12,True,11.483333333333333
10,13,False,8.578125
10,13,True,11.796610169491526
10,14,False,9.052631578947368
10,14,True,13.288135593220339
10,15,False,8.992063492063492
10,15,True,13.583333333333334
10,16,False,9.436507936507937
10,16,True,13.05
10,17,False,10.992
10,17,True,13.283333333333333
10,18,False,11.878048780487806
10,18,True,14.338983050847459
10,19,False,13.015873015873016
10,19,True,15.183333333333334
10,20,False,13.246031746031745
10,20,True,15.416666666666666
10,21,False,13.239669421487603
10,21,True,15.583333333333334
10,22,False,12.504424778761061
10,22,True,14.7
10,23,False,10.81578947368421
10,23,True,12.666666666666666
11,0,False,3.238095238095238
11,0,True,2.7457627118644066
11,1,False,3.224
11,1,True,2.6
11,2,False,3.24
11,2,True,2.6
11,3,False,3.264
11,3,True,2.593220338983051
11,4,False,3.264
11,4,True,2.6
11,5,False,3.2936507936507935
11,5,True,2.6
11,6,False,4.031746031746032
11,6,True,2.683333333333333
11,7,False,5.404761904761905
11,7,True,2.5833333333333335
11,8,False,7.984126984126984
11,8,True,2.433333333333333
11,9,False,13.198412698412698
11,9,True,2.8
11,10,False,14.872
11,10,True,2.7288135593220337
11,11,False,14.896825396825397
11,11,True,2.5166666666666666
11,12,False,13.920634920634921
11,12,True,2.6666666666666665
11,13,False,12.84375
11,13,True,2.406779661016949
11,14,False,12.948148148148148
11,14,True,2.711864406779661
11,15,False,12.93939393939394
11,15,True,2.683333333333333
11,16,False,10.765151515151516
11,16,True,3.0833333333333335
11,17,False,8.183206106870228
11,17,True,2.533333333333333
11,18,False,5.6692307692307695
11,18,True,2.2542372881355934
11,19,False,4.625954198473282
11,19,True,2.3833333333333333
11,20,False,3.9696969696969697
11,20,True,2.25
11,21,False,3.8346456692913384
11,21,True,2.0
11,22,False,4.183333333333334
11,22,True,1.85
11,23,False,4.394957983193278
11,23,True,1.55
12,0,False,8.285714285714286
12,0,True,6.016949152542373
12,1,False,8.424
12,1,True,6.3
12,2,False,8.448
12,2,True,6.3
12,3,False,8.472
12,3,True,6.322033898305085
12,4,False,8.448
12,4,True,6.3
12,5,False,8.341269841269842
12,5,True,6.3
12,6,False,8.023809523809524
12,6,True,6.166666666666667
12,7,False,7.134920634920635
12,7,True,6.45
12,8,False,7.992063492063492
12,8,True,7.016666666666667
12,9,False,3.8333333333333335
12,9,True,6.716666666666667
12,10,False,3.664
12,10,True,6.0
12,11,False,4.682539682539683
12,11,True,6.1
12,12,False,5.412698412698413
12,12,True,6.75
12,13,False,5.734375
12,13,True,5.864406779661017
12,14,False,6.237037037037037
12,14,True,5.288135593220339
12,15,False,5.333333333333333
12,15,True,5.166666666666667
12,16,False,4.2727272727272725
12,16,True,4.6
12,17,False,4.969465648854962
12,17,True,5.583333333333333
12,18,False,5.852713178294573
12,18,True,6.1525423728813555
12,19,False,6.651515151515151
12,19,True,5.9
12,20,False,7.053030303030303
12,20,True,6.25
12,21,False,6.9921259842519685
12,21,True,6.716666666666667
12,22,False,6.3277310924369745
12,22,True,6.566666666666666
12,23,False,6.291666666666667
12,23,True,7.033333333333333
13,0,False,6.682539682539683
13,0,True,10.203389830508474
13,1,False,6.68
13,1,True,10.2
13,2,False,6.6
13,2,True,10.2
13,3,False,6.712
13,3,True,10.23728813559322
13,4,False,6.656
13,4,True,10.2
13,5,False,6.682539682539683
13,5,True,10.033333333333333
13,6,False,6.753968253968254
13,6,True,10.0
13,7,False,7.968253968253968
13,7,True,10.0
13,8,False,8.88888888888889
13,8,True,10.133333333333333
13,9,False,13.452380952380953
13,9,True,10.416666666666666
13,10,False,14.848
13,10,True,10.440677966101696
13,11,False,15.095238095238095
13,11,True,10.616666666666667
13,12,False,15.0
13,12,True,10.766666666666667
13,13,False,14.5234375
13,13,True,10.59322033898305
13,14,False,14.511111111111111
13,14,True,9.084745762711865
13,15,False,13.962121212121213
13,15,True,8.9
13,16,False,13.530303030303031
13,16,True,9.05
13,17,False,12.091603053435115
13,17,True,8.9
13,18,False,9.23076923076923
13,18,True,9.220338983050848
13,19,False,8.98473282442748
13,19,True,9.3
13,20,False,8.68939393939394
13,20,True,9.516666666666667
13,21,False,8.062992125984252
13,21,True,9.733333333333333
13,22,False,7.6
13,22,True,10.066666666666666
13,23,False,7.563025210084033
13,23,True,10.216666666666667
15,0,False,6.626984126984127
15,0,True,4.864406779661017
15,1,False,6.912
15,1,True,5.0
15,2,False,6.96
15,2,True,5.0
15,3,False,6.952
15,3,True,4.9491525423728815
15,4,False,6.928
15,4,True,5.0
15,5,False,6.650793650793651
15,5,True,4.983333333333333
15,6,False,4.841269841269841
15,6,True,4.933333333333334
15,7,False,4.2063492063492065
15,7,True,4.566666666666666
15,8,False,3.6825396825396823
15,8,True,4.066666666666666
15,9,False,3.6666666666666665
15,9,True,3.6166666666666667
15,10,False,3.312
15,10,True,3.2203389830508473
15,11,False,2.8015873015873014
15,11,True,2.65
15,12,False,3.753968253968254
15,12,True,3.8833333333333333
15,13,False,5.96875
15,13,True,2.847457627118644
15,14,False,7.681481481481481
15,14,True,2.3389830508474576
15,15,False,6.96969696969697
15,15,True,3.7666666666666666
15,16,False,6.507575757575758
15,16,True,3.533333333333333
15,17,False,4.145038167938932
15,17,True,3.4833333333333334
15,18,False,3.7674418604651163
15,18,True,3.7966101694915255
15,19,False,4.424242424242424
15,19,True,3.816666666666667
15,20,False,4.621212121212121
15,20,True,3.45
15,21,False,4.2204724409448815
15,21,True,3.6666666666666665
15,22,False,4.705882352941177
15,22,True,3.8333333333333335
15,23,False,5.658333333333333
15,23,True,4.316666666666666
16,0,False,10.626984126984127
16,0,True,10.40677966101695
16,1,False,10.856
16,1,True,10.2
16,2,False,10.976
16,2,True,10.2
16,3,False,10.936
16,3,True,10.11864406779661
16,4,False,10.864
16,4,True,10.2
16,5,False,11.301587301587302
16,5,True,10.2
16,6,False,10.952380952380953
16,6,True,10.45
16,7,False,8.976190476190476
16,7,True,10.75
16,8,False,10.007936507936508
16,8,True,10.45
16,9,False,9.507936507936508
16,9,True,10.466666666666667
16,10,False,9.616
16,10,True,10.864406779661017
16,11,False,10.944444444444445
16,11,True,10.966666666666667
16,12,False,10.642857142857142
16,12,True,11.283333333333333
16,13,False,9.2109375
16,13,True,11.796610169491526
16,14,False,9.533333333333333
16,14,True,11.88135593220339
16,15,False,10.022727272727273
16,15,True,11.5
16,16,False,11.18939393939394
16,16,True,12.466666666666667
16,17,False,12.82442748091603
16,17,True,12.483333333333333
16,18,False,11.782945736434108
16,18,True,12.779661016949152
16,19,False,11.356060606060606
16,19,True,12.616666666666667
16,20,False,11.363636363636363
16,20,True,12.25
16,21,False,11.535433070866143
16,21,True,12.033333333333333
16,22,False,11.5
16,22,True,11.933333333333334
16,23,False,10.815126050420169
16,23,True,11.85
17,0,False,5.007936507936508
17,0,True,12.677966101694915
17,1,False,5.032
17,1,True,12.3
17,2,False,4.976
17,2,True,12.3
17,3,False,5.008
17,3,True,12.220338983050848
17,4,False,5.04
17,4,True,12.3
17,5,False,4.76984126984127
17,5,True,12.283333333333333
17,6,False,4.753968253968254
17,6,True,12.466666666666667
17,7,False,4.825396825396825
17,7,True,12.8
17,8,False,4.76984126984127
17,8,True,13.633333333333333
17,9,False,4.103174603174603
17,9,True,13.033333333333333
17,10,False,4.528
17,10,True,12.169491525423728
17,11,False,5.341269841269841
17,11,True,12.033333333333333
17,12,False,6.277777777777778
17,12,True,11.766666666666667
17,13,False,6.71875
17,13,True,11.288135593220339
17,14,False,6.888888888888889
17,14,True,11.457627118644067
17,15,False,6.9393939393939394
17,15,True,11.516666666666667
17,16,False,6.492424242424242
17,16,True,11.166666666666666
17,17,False,6.175572519083969
17,17,True,11.033333333333333
17,18,False,6.838461538461538
17,18,True,11.152542372881356
17,19,False,7.175572519083969
17,19,True,10.916666666666666
17,20,False,7.590909090909091
17,20,True,10.666666666666666
17,21,False,7.897637795275591
17,21,True,10.95
17,22,False,7.7
17,22,True,10.283333333333333
17,23,False,7.697478991596639
17,23,True,9.666666666666666
18,0,False,20.96031746031746
18,0,True,17.8135593220339
18,1,False,20.584
18,1,True,18.4
18,2,False,20.64
18,2,True,18.4
18,3,False,20.52
18,3,True,18.35593220338983
18,4,False,20.576
18,4,True,18.4
18,5,False,20.333333333333332
18,5,True,18.133333333333333
18,6,False,19.738095238095237
18,6,True,17.5
18,7,False,19.00793650793651
18,7,True,16.166666666666668
18,8,False,18.714285714285715
18,8,True,16.05
18,9,False,16.58730158730159
18,9,True,17.2
18,10,False,17.368
18,10,True,18.779661016949152
18,11,False,17.333333333333332
18,11,True,18.35
18,12,False,16.38095238095238
18,12,True,17.016666666666666
18,13,False,15.3046875
18,13,True,15.745762711864407
18,14,False,16.8
18,14,True,16.593220338983052
18,15,False,16.37121212121212
18,15,True,18.216666666666665
18,16,False,15.053030303030303
18,16,True,20.383333333333333
18,17,False,14.992366412213741
18,17,True,21.883333333333333
18,18,False,17.715384615384615
18,18,True,22.71186440677966
18,19,False,19.427480916030536
18,19,True,24.433333333333334
18,20,False,19.143939393939394
18,20,True,25.733333333333334
18,21,False,19.26771653543307
18,21,True,25.566666666666666
18,22,False,19.183333333333334
18,22,True,24.566666666666666
18,23,False,18.19327731092437
18,23,True,23.133333333333333
19,0,False,5.968253968253968
19,0,True,9.830508474576272
19,1,False,5.848
19,1,True,10.15
19,2,False,5.816
19,2,True,10.2
19,3,False,5.848
19,3,True,10.05084745762712
19,4,False,5.696
19,4,True,10.2
19,5,False,6.190476190476191
19,5,True,10.3
19,6,False,6.746031746031746
19,6,True,10.916666666666666
19,7,False,9.571428571428571
19,7,True,11.05
19,8,False,16.96825396825397
19,8,True,12.383333333333333
19,9,False,23.50793650793651
19,9,True,13.7
19,10,False,23.328
19,10,True,14.389830508474576
19,11,False,22.214285714285715
19,11,True,15.0
19,12,False,22.69047619047619
19,12,True,15.633333333333333
19,13,False,23.15625
19,13,True,16.23728813559322
19,14,False,21.733333333333334
19,14,True,14.830508474576272
19,15,False,20.87878787878788
19,15,True,15.316666666666666
19,16,False,18.575757575757574
19,16,True,14.766666666666667
19,17,False,14.748091603053435
19,17,True,14.933333333333334
19,18,False,9.069767441860465
19,18,True,14.474576271186441
19,19,False,9.5
19,19,True,12.966666666666667
19,20,False,9.083333333333334
19,20,True,12.216666666666667
19,21,False,7.291338582677166
19,21,True,11.55
19,22,False,5.975
19,22,True,10.75
19,23,False,4.714285714285714
19,23,True,10.45
21,0,False,10.507936507936508
21,0,True,13.372881355932204
21,1,False,10.136
21,1,True,12.416666666666666
21,2,False,10.168
21,2,True,12.4
21,3,False,10.272
21,3,True,12.40677966101695
21,4,False,10.176
21,4,True,12.4
21,5,False,10.253968253968255
21,5,True,12.416666666666666
21,6,False,10.452380952380953
21,6,True,13.033333333333333
21,7,False,11.19047619047619
21,7,True,13.95
21,8,False,15.047619047619047
21,8,True,14.866666666666667
21,9,False,20.49206349206349
21,9,True,16.316666666666666
21,10,False,22.8
21,10,True,16.11864406779661
21,11,False,22.76984126984127
21,11,True,17.9
21,12,False,22.095238095238095
21,12,True,17.6
21,13,False,19.71875
21,13,True,18.338983050847457
21,14,False,18.748148148148147
21,14,True,20.847457627118644
21,15,False,19.242424242424242
21,15,True,21.833333333333332
21,16,False,18.606060606060606
21,16,True,22.45
21,17,False,17.259541984732824
21,17,True,17.233333333333334
21,18,False,17.58139534883721
21,18,True,15.864406779661017
21,19,False,15.575757575757576
21,19,True,16.416666666666668
21,20,False,13.181818181818182
21,20,True,16.2
21,21,False,12.188976377952756
21,21,True,15.883333333333333
21,22,False,11.983193277310924
21,22,True,14.883333333333333
21,23,False,10.991666666666667
21,23,True,13.883333333333333
22,0,False,9.992063492063492
22,0,True,13.915254237288135
22,1,False,9.784
22,1,True,13.8
22,2,False,9.776
22,2,True,13.866666666666667
22,3,False,9.88
22,3,True,13.864406779661017
22,4,False,9.816
22,4,True,13.9
22,5,False,9.896825396825397
22,5,True,13.9
22,6,False,10.507936507936508
22,6,True,14.25
22,7,False,10.571428571428571
22,7,True,14.7
22,8,False,8.341269841269842
22,8,True,14.9
22,9,False,9.880952380952381
22,9,True,16.133333333333333
22,10,False,11.0
22,10,True,18.10169491525424
22,11,False,10.079365079365079
22,11,True,17.75
22,12,False,11.619047619047619
22,12,True,17.866666666666667
22,13,False,12.6640625
22,13,True,17.220338983050848
22,14,False,12.311111111111112
22,14,True,16.88135593220339
22,15,False,11.007575757575758
22,15,True,16.95
22,16,False,13.893939393939394
22,16,True,15.016666666666667
22,17,False,14.32824427480916
22,17,True,14.55
22,18,False,13.914728682170542
22,18,True,14.677966101694915
22,19,False,13.931818181818182
22,19,True,13.716666666666667
22,20,False,14.613636363636363
22,20,True,13.483333333333333
22,21,False,14.133858267716535
22,21,True,12.55
22,22,False,13.61344537815126
22,22,True,11.85
22,23,False,13.075
22,23,True,10.866666666666667
23,0,False,16.42982456140351
23,0,True,19.358490566037737
23,1,False,16.292035398230087
23,1,True,18.666666666666668
23,2,False,16.353982300884955
23,2,True,18.703703703703702
23,3,False,16.353982300884955
23,3,True,18.754716981132077
23,4,False,16.47787610619469
23,4,True,18.88888888888889
23,5,False,16.482456140350877
23,5,True,18.88888888888889
23,6,False,15.508771929824562
23,6,True,19.09259259259259
23,7,False,12.570175438596491
23,7,True,20.425925925925927
23,8,False,12.660869565217391
23,8,True,21.425925925925927
23,9,False,13.783333333333333
23,9,True,21.38888888888889
23,10,False,13.260504201680673
23,10,True,14.622641509433961
23,11,False,13.508333333333333
23,11,True,15.0
23,12,False,13.175
23,12,True,16.37037037037037
23,13,False,13.229508196721312
23,13,True,15.716981132075471
23,14,False,13.007751937984496
23,14,True,15.981132075471699
23,15,False,13.524590163934427
23,15,True,16.62962962962963
23,16,False,15.475
23,16,True,16.444444444444443
23,17,False,21.084033613445378
23,17,True,16.685185185185187
23,18,False,21.466101694915253
23,18,True,17.814814814814813
23,19,False,21.95798319327731
23,19,True,15.185185185185185
23,20,False,21.8
23,20,True,14.481481481481481
23,21,False,21.504347826086956
23,21,True,14.407407407407407
23,22,False,21.166666666666668
23,22,True,14.87037037037037
23,23,False,19.46728971962617
23,23,True,15.037037037037036
24,0,False,9.698412698412698
24,0,True,15.152542372881356
24,1,False,9.352
24,1,True,15.1
24,2,False,9.368
24,2,True,15.15
24,3,False,9.552
24,3,True,15.322033898305085
24,4,False,9.832
24,4,True,15.3
24,5,False,9.706349206349206
24,5,True,15.266666666666667
24,6,False,8.706349206349206
24,6,True,15.433333333333334
24,7,False,9.658730158730158
24,7,True,15.616666666666667
24,8,False,9.73015873015873
24,8,True,15.066666666666666
24,9,False,12.087301587301587
24,9,True,15.216666666666667
24,10,False,12.288
24,10,True,16.0
24,11,False,12.595238095238095
24,11,True,16.116666666666667
24,12,False,11.80952380952381
24,12,True,16.233333333333334
24,13,False,10.6796875
24,13,True,14.813559322033898
24,14,False,11.814814814814815
24,14,True,14.372881355932204
24,15,False,12.81060606060606
24,15,True,15.083333333333334
24,16,False,12.931818181818182
24,16,True,15.033333333333333
24,17,False,12.946564885496183
24,17,True,14.25
24,18,False,12.534883720930232
24,18,True,13.94915254237288
24,19,False,12.037878787878787
24,19,True,14.233333333333333
24,20,False,11.25
24,20,True,13.55
24,21,False,11.811023622047244
24,21,True,13.116666666666667
24,22,False,12.411764705882353
24,22,True,13.133333333333333
24,23,False,11.125
24,23,True,13.383333333333333
25,0,False,2.8095238095238093
25,0,True,4.423728813559322
25,1,False,2.832
25,1,True,4.4
25,2,False,2.8
25,2,True,4.4
25,3,False,2.824
25,3,True,4.338983050847458
25,4,False,2.808
25,4,True,4.4
25,5,False,2.8015873015873014
25,5,True,4.4
25,6,False,2.8095238095238093
25,6,True,4.45
25,7,False,4.555555555555555
25,7,True,4.966666666666667
25,8,False,8.365079365079366
25,8,True,5.85
25,9,False,10.904761904761905
25,9,True,5.983333333333333
25,10,False,12.0
25,10,True,6.016949152542373
25,11,False,11.746031746031745
25,11,True,5.516666666666667
25,12,False,11.952380952380953
25,12,True,5.483333333333333
25,13,False,10.921875
25,13,True,5.305084745762712
25,14,False,11.25925925925926
25,14,True,5.728813559322034
25,15,False,11.916666666666666
25,15,True,5.833333333333333
25,16,False,10.719696969696969
25,16,True,5.75
25,17,False,7.694656488549619
25,17,True,5.266666666666667
25,18,False,4.852713178294573
25,18,True,4.898305084745763
25,19,False,3.643939393939394
25,19,True,4.533333333333333
25,20,False,3.522727272727273
25,20,True,4.833333333333333
25,21,False,3.5118110236220472
25,21,True,4.866666666666666
25,22,False,3.45
25,22,True,4.9
25,23,False,3.2436974789915967
25,23,True,4.516666666666667
26,0,False,6.841269841269841
26,0,True,8.627118644067796
26,1,False,6.664
26,1,True,8.0
26,2,False,6.712
26,2,True,8.0
26,3,False,6.768
26,3,True,7.983050847457627
26,4,False,6.72
26,4,True,8.0
26,5,False,6.753968253968254
26,5,True,8.0
26,6,False,7.690476190476191
26,6,True,8.116666666666667
26,7,False,9.817460317460318
26,7,True,8.3
26,8,False,11.285714285714286
26,8,True,8.783333333333333
26,9,False,14.428571428571429
26,9,True,9.4
26,10,False,16.456
26,10,True,10.491525423728813
26,11,False,15.785714285714286
26,11,True,11.166666666666666
26,12,False,14.428571428571429
26,12,True,12.7
26,13,False,14.4375
26,13,True,13.576271186440678
26,14,False,13.244444444444444
26,14,True,12.423728813559322
26,15,False,13.015151515151516
