station_number,hour,weekend,mean_bikes_avail
6,1,True,12.083333333333334
6,2,False,8.234899328859061
6,2,True,12.083333333333334
6,3,False,8.120805369127517
6,3,True,12.0
6,4,False,8.12751677852349
6,4,True,12.083333333333334
6,5,False,8.006666666666666
6,5,True,11.98611111111111
6,6,False,7.328859060402684
6,6,True,11.75
6,7,False,7.46
6,7,True,11.694444444444445
6,8,False,7.059210526315789
6,8,True,11.527777777777779
6,9,False,7.384615384615385
6,9,True,10.971830985915492
6,10,False,8.606451612903227
6,10,True,10.338028169014084
6,11,False,8.916666666666666
6,11,True,10.208333333333334
6,12,False,9.474358974358974
6,12,True,11.541666666666666
6,13,False,9.316455696202532
6,13,True,12.549295774647888
6,14,False,8.32934131736527
6,14,True,13.070422535211268
6,15,False,8.07643312101911
6,15,True,14.48611111111111
6,16,False,7.728395061728395
6,16,True,14.555555555555555
6,17,False,7.559006211180124
6,17,True,13.76388888888889
6,18,False,8.68125
6,18,True,14.816901408450704
6,19,False,9.24223602484472
6,19,True,15.569444444444445
6,20,False,10.203703703703704
6,20,True,15.01388888888889
6,21,False,9.0828025477707
6,21,True,15.152777777777779
6,22,False,8.626666666666667
6,22,True,15.26388888888889
6,23,False,7.918918918918919
6,23,True,15.291666666666666
7,0,False,9.697530864197532
7,0,True,12.04225352112676
7,1,False,9.807453416149068
7,1,True,12.25
7,2,False,9.807453416149068
7,2,True,12.25
7,3,False,9.73913043478261
7,3,True,12.352112676056338
7,4,False,9.695652173913043
7,4,True,12.25
7,5,False,9.75925925925926
7,5,True,12.180555555555555
7,6,False,9.037267080745341
7,6,True,12.166666666666666
7,7,False,8.316770186335404
7,7,True,12.01388888888889
7,8,False,7.783950617283951
7,8,True,12.305555555555555
7,9,False,6.407407407407407
7,9,True,13.183098591549296
7,10,False,7.391304347826087
7,10,True,13.80281690140845
7,11,False,7.41358024691358
7,11,True,13.680555555555555
7,12,False,8.938271604938272
7,12,True,13.61111111111111
7,13,False,9.310975609756097
7,13,True,13.929577464788732
7,14,False,9.737142857142857
7,14,True,14.084507042253522
7,15,False,9.520710059171599
7,15,True,13.972222222222221
7,16,False,9.96551724137931
7,16,True,14.98611111111111
7,17,False,9.248554913294798
7,17,True,15.23611111111111
7,18,False,8.502923976608187
7,18,True,15.140845070422536
7,19,False,8.333333333333334
7,19,True,15.51388888888889
7,20,False,8.477011494252874
7,20,True,15.819444444444445
7,21,False,8.603550295857989
7,21,True,15.48611111111111
7,22,False,8.635802469135802
7,22,True,15.11111111111111
7,23,False,8.4
7,23,True,15.347222222222221
8,0,False,7.8765432098765435
8,0,True,6.366197183098592
8,1,False,8.031055900621118
8,1,True,6.194444444444445
8,2,False,8.111801242236025
8,2,True,6.25
8,3,False,8.142857142857142
8,3,True,6.323943661971831
8,4,False,8.136645962732919
8,4,True,6.25
8,5,False,8.104938271604938
8,5,True,6.25
8,6,False,8.75776397515528
8,6,True,6.861111111111111
8,7,False,12.627329192546584
8,7,True,7.222222222222222
8,8,False,15.012345679012345
8,8,True,7.583333333333333
8,9,False,17.320987654320987
8,9,True,7.605633802816901
8,10,False,18.149068322981368
8,10,True,6.577464788732394
8,11,False,17.901234567901234
8,11,True,6.652777777777778
8,12,False,17.5
8,12,True,7.513888888888889
8,13,False,16.48780487804878
8,13,True,7.464788732394366
8,14,False,15.211428571428572
8,14,True,9.52112676056338
8,15,False,15.763313609467456
8,15,True,10.847222222222221
8,16,False,15.833333333333334
8,16,True,11.277777777777779
8,17,False,17.115606936416185
8,17,True,11.98611111111111
8,18,False,13.192982456140351
8,18,True,10.295774647887324
8,19,False,10.402298850574713
8,19,True,9.875
8,20,False,9.316091954022989
8,20,True,8.569444444444445
8,21,False,8.29585798816568
8,21,True,7.958333333333333
8,22,False,7.2592592592592595
8,22,True,8.027777777777779
8,23,False,7.5375
8,23,True,7.541666666666667
9,0,False,5.5246913580246915
9,0,True,12.943661971830986
9,1,False,5.093167701863354
9,1,True,10.583333333333334
9,2,False,5.217391304347826
9,2,True,10.666666666666666
9,3,False,5.192546583850931
9,3,True,10.71830985915493
9,4,False,5.186335403726708
9,4,True,10.666666666666666
9,5,False,5.8765432098765435
9,5,True,10.61111111111111
9,6,False,8.70807453416149
9,6,True,11.347222222222221
9,7,False,9.577639751552795
9,7,True,14.73611111111111
9,8,False,8.88888888888889
9,8,True,11.583333333333334
9,9,False,15.135802469135802
9,9,True,10.43661971830986
9,10,False,16.453416149068325
9,10,True,15.915492957746478
9,11,False,15.364197530864198
9,11,True,16.86111111111111
9,12,False,15.518518518518519
9,12,True,15.722222222222221
9,13,False,14.457317073170731
9,13,True,15.43661971830986
9,14,False,12.725714285714286
9,14,True,17.366197183098592
9,15,False,12.751479289940828
9,15,True,17.208333333333332
9,16,False,14.21264367816092
9,16,True,14.652777777777779
9,17,False,14.77456647398844
9,17,True,14.819444444444445
9,18,False,18.432748538011698
9,18,True,15.28169014084507
9,19,False,19.649425287356323
9,19,True,15.63888888888889
9,20,False,18.132183908045977
9,20,True,16.819444444444443
9,21,False,15.745562130177515
9,21,True,15.76388888888889
9,22,False,12.932098765432098
9,22,True,13.319444444444445
9,23,False,10.39375
9,23,True,11.569444444444445
10,0,False,8.906666666666666
10,0,True,13.901408450704226
10,1,False,8.651006711409396
10,1,True,13.375
10,2,False,8.697986577181208
10,2,True,13.416666666666666
10,3,False,8.671140939597315
10,3,True,13.408450704225352
10,4,False,8.691275167785236
10,4,True,13.416666666666666
10,5,False,9.026666666666667
10,5,True,13.51388888888889
10,6,False,8.691275167785236
10,6,True,13.73611111111111
10,7,False,8.306666666666667
10,7,True,14.652777777777779
10,8,False,8.836601307189543
10,8,True,14.569444444444445
10,9,False,11.647435897435898
10,9,True,10.52112676056338
10,10,False,12.625806451612902
10,10,True,9.887323943661972
10,11,False,11.205128205128204
10,11,True,11.041666666666666
10,12,False,10.10897435897436
10,12,True,11.708333333333334
10,13,False,8.810126582278482
10,13,True,10.901408450704226
10,14,False,9.011976047904191
10,14,True,11.816901408450704
10,15,False,9.445859872611464
10,15,True,12.944444444444445
10,16,False,9.839506172839506
10,16,True,13.152777777777779
10,17,False,11.571428571428571
10,17,True,13.527777777777779
10,18,False,12.641509433962264
10,18,True,14.56338028169014
10,19,False,13.524691358024691
10,19,True,14.48611111111111
10,20,False,13.574074074074074
10,20,True,14.972222222222221
10,21,False,13.624203821656051
10,21,True,15.63888888888889
10,22,False,12.953020134228188
10,22,True,14.916666666666666
10,23,False,11.154362416107382
10,23,True,13.208333333333334
11,0,False,3.537037037037037
11,0,True,2.4507042253521125
11,1,False,3.5093167701863353
11,1,True,2.3333333333333335
11,2,False,3.5217391304347827
11,2,True,2.3333333333333335
11,3,False,3.540372670807453
11,3,True,2.323943661971831
11,4,False,3.540372670807453
11,4,True,2.3333333333333335
11,5,False,3.574074074074074
11,5,True,2.3333333333333335
11,6,False,4.204968944099379
11,6,True,2.4027777777777777
11,7,False,5.739130434782608
11,7,True,2.263888888888889
11,8,False,8.320987654320987
11,8,True,2.125
11,9,False,13.61111111111111
11,9,True,2.5211267605633805
11,10,False,15.142857142857142
11,10,True,2.436619718309859
11,11,False,15.154320987654321
11,11,True,2.2777777777777777
11,12,False,14.351851851851851
11,12,True,2.388888888888889
11,13,False,13.24390243902439
11,13,True,2.0985915492957745
11,14,False,13.297142857142857
11,14,True,2.295774647887324
11,15,False,13.34319526627219
11,15,True,2.388888888888889
11,16,False,11.333333333333334
11,16,True,2.6666666666666665
11,17,False,8.341040462427745
11,17,True,2.1805555555555554
11,18,False,5.575581395348837
11,18,True,2.028169014084507
11,19,False,4.641618497109826
11,19,True,2.0
11,20,False,4.14367816091954
11,20,True,1.9166666666666667
11,21,False,3.911242603550296
11,21,True,1.75
11,22,False,4.117283950617284
11,22,True,1.625
11,23,False,4.2
11,23,True,1.3333333333333333
12,0,False,7.9753086419753085
12,0,True,5.394366197183099
12,1,False,8.105590062111801
12,1,True,5.666666666666667
12,2,False,8.124223602484472
12,2,True,5.666666666666667
12,3,False,8.142857142857142
12,3,True,5.676056338028169
12,4,False,8.124223602484472
12,4,True,5.666666666666667
12,5,False,7.987654320987654
12,5,True,5.736111111111111
12,6,False,7.726708074534161
12,6,True,5.597222222222222
12,7,False,6.925465838509317
12,7,True,5.902777777777778
12,8,False,7.691358024691358
12,8,True,6.347222222222222
12,9,False,3.950617283950617
12,9,True,5.957746478873239
12,10,False,3.7763975155279503
12,10,True,5.647887323943662
12,11,False,4.506172839506172
12,11,True,5.541666666666667
12,12,False,5.45679012345679
12,12,True,6.111111111111111
12,13,False,5.445121951219512
12,13,True,5.422535211267606
12,14,False,5.52
12,14,True,4.943661971830986
12,15,False,4.958579881656805
12,15,True,4.736111111111111
12,16,False,4.2298850574712645
12,16,True,3.8472222222222223
12,17,False,4.664739884393064
12,17,True,4.694444444444445
12,18,False,5.760233918128655
12,18,True,5.183098591549296
12,19,False,6.580459770114943
12,19,True,5.25
12,20,False,6.908045977011494
12,20,True,5.527777777777778
12,21,False,7.047337278106509
12,21,True,6.138888888888889
12,22,False,6.683229813664596
12,22,True,6.152777777777778
12,23,False,6.62111801242236
12,23,True,6.680555555555555
13,0,False,6.030864197530864
13,0,True,9.577464788732394
13,1,False,5.968944099378882
13,1,True,9.583333333333334
13,2,False,5.906832298136646
13,2,True,9.583333333333334
13,3,False,5.9937888198757765
13,3,True,9.605633802816902
13,4,False,5.950310559006211
13,4,True,9.583333333333334
13,5,False,5.9753086419753085
13,5,True,9.444444444444445
13,6,False,6.043478260869565
13,6,True,9.416666666666666
13,7,False,7.366459627329193
13,7,True,9.416666666666666
13,8,False,8.333333333333334
13,8,True,9.527777777777779
13,9,False,12.209876543209877
13,9,True,9.929577464788732
13,10,False,13.48447204968944
13,10,True,9.830985915492958
13,11,False,13.845679012345679
13,11,True,9.930555555555555
13,12,False,13.703703703703704
13,12,True,10.055555555555555
13,13,False,13.134146341463415
13,13,True,9.915492957746478
13,14,False,13.142857142857142
13,14,True,8.577464788732394
13,15,False,12.585798816568047
13,15,True,8.319444444444445
13,16,False,12.293103448275861
13,16,True,8.541666666666666
13,17,False,10.93063583815029
13,17,True,8.63888888888889
13,18,False,8.087209302325581
13,18,True,8.971830985915492
13,19,False,7.820809248554913
13,19,True,9.083333333333334
13,20,False,7.367816091954023
13,20,True,9.26388888888889
13,21,False,6.775147928994083
13,21,True,9.458333333333334
13,22,False,6.216049382716049
13,22,True,9.833333333333334
13,23,False,6.1625
13,23,True,9.98611111111111
15,0,False,6.290123456790123
15,0,True,5.070422535211268
15,1,False,6.670807453416149
15,1,True,5.083333333333333
15,2,False,6.708074534161491
15,2,True,5.083333333333333
15,3,False,6.701863354037267
15,3,True,5.042253521126761
15,4,False,6.683229813664596
15,4,True,5.083333333333333
15,5,False,6.419753086419753
15,5,True,5.041666666666667
15,6,False,4.6397515527950315
15,6,True,4.972222222222222
15,7,False,4.118012422360248
15,7,True,4.652777777777778
15,8,False,3.7222222222222223
15,8,True,4.277777777777778
15,9,False,4.030864197530864
15,9,True,3.704225352112676
15,10,False,3.6645962732919255
15,10,True,3.436619718309859
15,11,False,3.5123456790123457
15,11,True,2.763888888888889
15,12,False,4.1234567901234565
15,12,True,3.5972222222222223
15,13,False,5.896341463414634
15,13,True,2.6056338028169015
15,14,False,7.382857142857143
15,14,True,2.1267605633802815
15,15,False,6.822485207100592
15,15,True,3.375
15,16,False,5.747126436781609
15,16,True,3.111111111111111
15,17,False,3.722543352601156
15,17,True,3.138888888888889
15,18,False,3.508771929824561
15,18,True,3.408450704225352
15,19,False,4.022988505747127
15,19,True,3.6944444444444446
15,20,False,4.247126436781609
15,20,True,3.3472222222222223
15,21,False,3.899408284023669
15,21,True,3.4305555555555554
15,22,False,4.478260869565218
15,22,True,3.6527777777777777
15,23,False,5.478260869565218
15,23,True,4.333333333333333
16,0,False,10.185185185185185
16,0,True,10.704225352112676
16,1,False,10.440993788819876
16,1,True,10.5
16,2,False,10.53416149068323
16,2,True,10.5
16,3,False,10.503105590062113
16,3,True,10.43661971830986
16,4,False,10.4472049689441
16,4,True,10.5
16,5,False,10.88888888888889
16,5,True,10.5
16,6,False,10.639751552795031
16,6,True,10.75
16,7,False,8.73913043478261
16,7,True,11.097222222222221
16,8,False,9.925925925925926
16,8,True,10.98611111111111
16,9,False,9.845679012345679
16,9,True,11.056338028169014
16,10,False,10.161490683229813
16,10,True,11.408450704225352
16,11,False,11.438271604938272
16,11,True,11.125
16,12,False,11.061728395061728
16,12,True,10.583333333333334
16,13,False,9.134146341463415
16,13,True,11.295774647887324
16,14,False,9.377142857142857
16,14,True,11.47887323943662
16,15,False,9.934911242603551
16,15,True,11.277777777777779
16,16,False,11.045977011494253
16,16,True,12.569444444444445
16,17,False,12.601156069364162
16,17,True,12.444444444444445
16,18,False,11.865497076023392
16,18,True,12.605633802816902
16,19,False,11.362068965517242
16,19,True,12.652777777777779
16,20,False,11.183908045977011
16,20,True,12.527777777777779
16,21,False,11.224852071005918
16,21,True,12.01388888888889
16,22,False,11.141975308641975
16,22,True,11.76388888888889
16,23,False,10.73125
16,23,True,11.38888888888889
17,0,False,5.5
17,0,True,13.23943661971831
17,1,False,5.509316770186335
17,1,True,12.833333333333334
17,2,False,5.46583850931677
17,2,True,12.833333333333334
17,3,False,5.490683229813665
17,3,True,12.774647887323944
17,4,False,5.515527950310559
17,4,True,12.833333333333334
17,5,False,5.2592592592592595
17,5,True,12.819444444444445
17,6,False,5.254658385093168
17,6,True,12.972222222222221
17,7,False,5.229813664596273
17,7,True,13.347222222222221
17,8,False,5.154320987654321
17,8,True,14.13888888888889
17,9,False,4.469135802469136
17,9,True,13.52112676056338
17,10,False,5.0186335403726705
17,10,True,12.76056338028169
17,11,False,5.87037037037037
17,11,True,12.777777777777779
17,12,False,6.635802469135802
17,12,True,12.375
17,13,False,7.0426829268292686
17,13,True,11.943661971830986
17,14,False,6.788571428571428
17,14,True,12.084507042253522
17,15,False,6.556213017751479
17,15,True,12.055555555555555
17,16,False,6.126436781609195
17,16,True,11.63888888888889
17,17,False,5.84393063583815
17,17,True,11.875
17,18,False,6.5
17,18,True,11.816901408450704
17,19,False,6.745664739884393
17,19,True,11.38888888888889
17,20,False,7.028735632183908
17,20,True,11.319444444444445
17,21,False,7.165680473372781
17,21,True,11.722222222222221
17,22,False,6.925925925925926
17,22,True,11.069444444444445
17,23,False,7.0125
17,23,True,10.569444444444445
18,0,False,20.604938271604937
18,0,True,18.718309859154928
18,1,False,20.304347826086957
18,1,True,19.166666666666668
18,2,False,20.347826086956523
18,2,True,19.166666666666668
18,3,False,20.25465838509317
18,3,True,19.140845070422536
18,4,False,20.29813664596273
18,4,True,19.166666666666668
18,5,False,20.061728395061728
18,5,True,18.86111111111111
18,6,False,19.63975155279503
18,6,True,18.13888888888889
18,7,False,18.801242236024844
18,7,True,16.65277777777778
18,8,False,18.814814814814813
18,8,True,16.583333333333332
18,9,False,16.944444444444443
18,9,True,17.422535211267604
18,10,False,17.838509316770185
18,10,True,18.704225352112676
18,11,False,17.993827160493826
18,11,True,17.90277777777778
18,12,False,16.895061728395063
18,12,True,16.819444444444443
18,13,False,15.798780487804878
18,13,True,16.0
18,14,False,17.154285714285713
18,14,True,16.816901408450704
18,15,False,16.893491124260354
18,15,True,18.375
18,16,False,15.557471264367816
18,16,True,19.90277777777778
18,17,False,15.722543352601155
18,17,True,21.84722222222222
18,18,False,18.662790697674417
18,18,True,22.859154929577464
18,19,False,20.53179190751445
18,19,True,24.40277777777778
18,20,False,20.2816091954023
18,20,True,25.76388888888889
18,21,False,20.355029585798817
18,21,True,25.680555555555557
18,22,False,20.450617283950617
18,22,True,24.38888888888889
18,23,False,19.375
18,23,True,22.930555555555557
19,0,False,5.08641975308642
19,0,True,9.084507042253522
19,1,False,5.024844720496894
19,1,True,9.541666666666666
19,2,False,5.0
19,2,True,9.625
19,3,False,5.024844720496894
19,3,True,9.535211267605634
19,4,False,4.906832298136646
19,4,True,9.666666666666666
19,5,False,5.444444444444445
19,5,True,9.777777777777779
19,6,False,6.341614906832298
19,6,True,10.36111111111111
19,7,False,9.304347826086957
19,7,True,10.5
19,8,False,16.25925925925926
19,8,True,11.902777777777779
19,9,False,22.746913580246915
19,9,True,13.267605633802816
19,10,False,22.26086956521739
19,10,True,13.971830985915492
19,11,False,21.685185185185187
19,11,True,14.555555555555555
19,12,False,21.82716049382716
19,12,True,14.86111111111111
19,13,False,22.323170731707318
19,13,True,15.28169014084507
19,14,False,20.78857142857143
19,14,True,14.098591549295774
19,15,False,20.06508875739645
19,15,True,14.61111111111111
19,16,False,17.908045977011493
19,16,True,14.069444444444445
19,17,False,14.034682080924856
19,17,True,14.041666666666666
19,18,False,8.070175438596491
19,18,True,13.507042253521126
19,19,False,9.149425287356323
19,19,True,12.86111111111111
19,20,False,8.517241379310345
19,20,True,12.38888888888889
19,21,False,6.615384615384615
19,21,True,11.76388888888889
19,22,False,5.506172839506172
19,22,True,10.708333333333334
19,23,False,4.6125
19,23,True,10.347222222222221
21,0,False,10.41358024691358
21,0,True,12.929577464788732
21,1,False,9.993788819875776
21,1,True,12.01388888888889
21,2,False,10.01863354037267
21,2,True,12.0
21,3,False,10.099378881987578
21,3,True,12.0
21,4,False,10.024844720496894
21,4,True,12.0
21,5,False,10.08641975308642
21,5,True,12.01388888888889
21,6,False,10.31055900621118
21,6,True,12.652777777777779
21,7,False,10.677018633540373
21,7,True,13.61111111111111
21,8,False,14.401234567901234
21,8,True,14.402777777777779
21,9,False,19.561728395061728
21,9,True,16.070422535211268
21,10,False,22.111801242236027
21,10,True,16.295774647887324
21,11,False,21.98148148148148
21,11,True,18.90277777777778
21,12,False,21.462962962962962
21,12,True,19.208333333333332
21,13,False,20.024390243902438
21,13,True,18.676056338028168
21,14,False,19.154285714285713
21,14,True,20.704225352112676
21,15,False,19.11242603550296
21,15,True,22.13888888888889
21,16,False,18.770114942528735
21,16,True,22.63888888888889
21,17,False,17.514450867052023
21,17,True,18.166666666666668
21,18,False,17.63157894736842
21,18,True,16.535211267605632
21,19,False,16.04022988505747
21,19,True,16.930555555555557
21,20,False,13.741379310344827
21,20,True,16.51388888888889
21,21,False,12.7396449704142
21,21,True,16.208333333333332
21,22,False,12.180124223602485
21,22,True,15.402777777777779
21,23,False,11.080745341614907
21,23,True,14.652777777777779
22,0,False,10.530864197530864
22,0,True,13.380281690140846
22,1,False,10.316770186335404
22,1,True,13.583333333333334
22,2,False,10.31055900621118
22,2,True,13.63888888888889
22,3,False,10.391304347826088
22,3,True,13.633802816901408
22,4,False,10.341614906832298
22,4,True,13.666666666666666
22,5,False,10.41358024691358
22,5,True,13.680555555555555
22,6,False,10.863354037267081
22,6,True,14.069444444444445
22,7,False,11.173913043478262
22,7,True,14.652777777777779
22,8,False,9.11111111111111
22,8,True,14.86111111111111
22,9,False,10.253086419753087
22,9,True,16.056338028169016
22,10,False,11.279503105590063
22,10,True,18.0
22,11,False,10.475308641975309
22,11,True,17.65277777777778
22,12,False,11.993827160493828
22,12,True,17.48611111111111
22,13,False,12.567073170731707
22,13,True,17.295774647887324
22,14,False,12.148571428571428
22,14,True,17.08450704225352
22,15,False,11.248520710059172
22,15,True,17.305555555555557
22,16,False,13.816091954022989
22,16,True,15.652777777777779
22,17,False,14.213872832369942
22,17,True,14.902777777777779
22,18,False,13.385964912280702
22,18,True,15.028169014084508
22,19,False,13.080459770114942
22,19,True,14.402777777777779
22,20,False,13.672413793103448
22,20,True,14.097222222222221
22,21,False,13.183431952662723
22,21,True,13.23611111111111
22,22,False,12.397515527950311
22,22,True,12.625
22,23,False,11.857142857142858
22,23,True,11.680555555555555
23,0,False,15.95138888888889
23,0,True,19.440677966101696
23,1,False,15.811188811188812
23,1,True,18.7
23,2,False,15.86013986013986
23,2,True,18.733333333333334
23,3,False,15.86013986013986
23,3,True,18.779661016949152
23,4,False,15.958041958041958
23,4,True,18.9
23,5,False,15.972222222222221
23,5,True,18.9
23,6,False,15.097902097902098
23,6,True,19.033333333333335
23,7,False,13.041666666666666
23,7,True,20.516666666666666
23,8,False,13.593103448275862
23,8,True,21.55
23,9,False,15.053333333333333
23,9,True,21.677966101694917
23,10,False,14.879194630872483
23,10,True,15.610169491525424
23,11,False,15.093333333333334
23,11,True,14.8
23,12,False,14.753333333333334
23,12,True,16.233333333333334
23,13,False,13.236842105263158
23,13,True,16.372881355932204
23,14,False,13.006134969325153
23,14,True,16.016949152542374
23,15,False,13.61437908496732
23,15,True,16.283333333333335
23,16,False,15.583333333333334
23,16,True,16.2
23,17,False,20.954838709677418
23,17,True,16.366666666666667
23,18,False,21.435064935064936
23,18,True,17.7
23,19,False,22.07741935483871
23,19,True,15.3
23,20,False,21.608974358974358
23,20,True,15.116666666666667
23,21,False,21.52317880794702
23,21,True,15.033333333333333
23,22,False,21.09722222222222
23,22,True,15.25
23,23,False,19.408450704225352
23,23,True,15.383333333333333
24,0,False,9.709876543209877
24,0,True,15.47887323943662
24,1,False,9.378881987577639
24,1,True,15.333333333333334
24,2,False,9.434782608695652
24,2,True,15.375
24,3,False,9.577639751552795
24,3,True,15.52112676056338
24,4,False,9.79503105590062
24,4,True,15.5
24,5,False,9.666666666666666
24,5,True,15.541666666666666
24,6,False,8.751552795031056
24,6,True,15.88888888888889
24,7,False,9.565217391304348
24,7,True,16.166666666666668
24,8,False,9.882716049382717
24,8,True,15.652777777777779
24,9,False,12.308641975308642
24,9,True,15.76056338028169
24,10,False,12.316770186335404
24,10,True,16.014084507042252
24,11,False,12.425925925925926
24,11,True,16.041666666666668
24,12,False,11.617283950617283
24,12,True,15.88888888888889
24,13,False,10.432926829268293
24,13,True,14.549295774647888
24,14,False,11.72
24,14,True,14.619718309859154
24,15,False,12.633136094674557
24,15,True,15.069444444444445
24,16,False,12.5
24,16,True,14.73611111111111
24,17,False,12.086705202312139
24,17,True,14.041666666666666
24,18,False,11.701754385964913
24,18,True,14.309859154929578
24,19,False,11.660919540229886
24,19,True,14.541666666666666
24,20,False,11.224137931034482
24,20,True,14.027777777777779
24,21,False,11.875739644970414
24,21,True,13.63888888888889
24,22,False,12.024844720496894
24,22,True,13.63888888888889
24,23,False,10.937888198757763
24,23,True,13.430555555555555
25,0,False,3.5925925925925926
25,0,True,4.690140845070423
25,1,False,3.6149068322981366
25,1,True,4.666666666666667
25,2,False,3.590062111801242
25,2,True,4.666666666666667
25,3,False,3.608695652173913
25,3,True,4.619718309859155
